bandwidth,baseline_e2e_p99,baseline_effective_ttft_p99,baseline_tbt_p99,output,pd_e2e_p99,pd_effective_ttft_p99,pd_over_baseline_e2e_p99,pd_over_baseline_effective_ttft_p99,pd_over_baseline_tbt_p99,pd_tbt_p99,prompt,rate,split,status
25,3.0413157531575683,0.11431806215615092,0.04606353548275224,64,2.8478725394285522,0.1631250188091967,0.9363948930563429,1.4269400279579503,0.9253190030930332,0.04262346473184086,128,20,2:6,ok
25,3.0413157531575683,0.11431806215615092,0.04606353548275224,64,2.8348340519505713,0.14969942371881195,0.9321077724361166,1.309499311791451,0.9254225856170822,0.04262823610911279,128,20,4:4,ok
25,3.0413157531575683,0.11431806215615092,0.04606353548275224,64,2.7959796657411777,0.10787702592975575,0.9193322537583687,0.9436568805933996,0.9262452654558276,0.04266613165105578,128,20,6:2,ok
25,3.460417337809616,0.13342122758723937,0.052546564253826804,64,2.881247775244756,0.19360962974014484,0.8326301408108583,1.451115637603847,0.8118578039479915,0.04266033826012386,128,50,2:6,ok
25,3.460417337809616,0.13342122758723937,0.052546564253826804,64,2.856553446390831,0.1669518549017815,0.8254939123033581,1.251314036910788,0.8127847401412402,0.042709045572361604,128,50,4:4,ok
25,3.460417337809616,0.13342122758723937,0.052546564253826804,64,2.8509311704099383,0.15465767783407713,0.8238691730213467,1.159168451908839,0.8149773105745672,0.04282425761551746,128,50,6:2,ok
25,4.310471793822599,0.1467763166928064,0.06531247386925959,64,3.125466791875568,0.4370456701780979,0.7250869374333271,2.9776307242591935,0.6541691387092984,0.0427254047780271,128,100,2:6,ok
25,4.310471793822599,0.1467763166928064,0.06531247386925959,64,2.8768636148971227,0.18061439761822803,0.6674126992363106,1.2305418318695283,0.6555733700602491,0.042817118601442467,128,100,4:4,ok
25,4.310471793822599,0.1467763166928064,0.06531247386925959,64,2.881721613075964,0.1704219196056367,0.6685397216160425,1.1610995795889814,0.6589955539115478,0.04304062989480622,128,100,6:2,ok
25,5.998144200237262,0.11423328252211024,0.04597630001745863,128,5.580428463618469,0.16522070671860267,0.9303591706577728,1.4463447348335075,0.9274858683457314,0.04264236854501648,128,20,2:6,ok
25,5.998144200237262,0.11423328252211024,0.04597630001745863,128,5.567379858929167,0.1479920958020864,0.9281837303459533,1.2955251966382215,0.9280595836143966,0.04266874585033323,128,20,4:4,ok
25,5.998144200237262,0.11423328252211024,0.04597630001745863,128,5.540523535147136,0.10906712045535265,0.9237062915106268,0.9547753338370745,0.9303666190845935,0.04277481480526192,128,20,6:2,ok
25,6.786674847157979,0.1149886362322501,0.05226416968647189,128,5.617995923507716,0.19229848156905882,0.8277980086021559,1.6723259608076484,0.8175799727141798,0.042730138426194955,128,50,2:6,ok
25,6.786674847157979,0.1149886362322501,0.05226416968647189,128,5.600831050585036,0.1691550194924276,0.825268806406788,1.4710585761776849,0.8191135158198333,0.042810287783290345,128,50,4:4,ok
